.chain,.iteration,.draw,.variable,.value,type
1,275,275,muS,7.756192507690569,Priors
1,276,276,muS,7.639049567811343,Priors
1,277,277,muS,7.690511869112592,Priors
1,278,278,muS,7.7241626831531125,Priors
1,279,279,muS,7.680746127494015,Priors
1,280,280,muS,7.736921670879102,Priors
1,281,281,muS,7.766827152636116,Priors
1,282,282,muS,7.797357896064768,Priors
1,283,283,muS,7.709540962530769,Priors
1,284,284,muS,7.721812295969052,Priors
1,285,285,muS,7.675530895315903,Priors
1,286,286,muS,7.8376296110025585,Priors
1,287,287,muS,7.832997483785073,Priors
1,288,288,muS,7.691326315473532,Priors
1,289,289,muS,7.665436590126017,Priors
1,290,290,muS,7.765769974820311,Priors
1,291,291,muS,7.768295423253467,Priors
1,292,292,muS,7.6865305538851665,Priors
1,293,293,muS,7.783583183853705,Priors
1,294,294,muS,7.808482898446256,Priors
1,295,295,muS,7.767203685205356,Priors
1,296,296,muS,7.678493915096469,Priors
1,297,297,muS,7.740179293549717,Priors
1,298,298,muS,7.742929206427788,Priors
1,299,299,muS,7.69816684593839,Priors
1,300,300,muS,7.740695514888596,Priors
1,301,301,muS,7.659089137539104,Priors
1,302,302,muS,7.692992256983926,Priors
1,303,303,muS,7.751315361464575,Priors
1,304,304,muS,7.67021912626458,Priors
1,305,305,muS,7.776134924616682,Priors
1,306,306,muS,7.686431875527228,Priors
1,307,307,muS,7.7257259684348565,Priors
1,308,308,muS,7.770308725399297,Priors
1,309,309,muS,7.727567325536366,Priors
1,310,310,muS,7.759609065977075,Priors
1,311,311,muS,7.704437256109345,Priors
1,312,312,muS,7.709877829018787,Priors
1,313,313,muS,7.718082469563332,Priors
1,314,314,muS,7.724291477954569,Priors
1,315,315,muS,7.741059793924402,Priors
1,316,316,muS,7.725351778750358,Priors
1,317,317,muS,7.7935334769876805,Priors
1,318,318,muS,7.7994604425414416,Priors
1,319,319,muS,7.803752158737629,Priors
1,320,320,muS,7.754717113010755,Priors
1,321,321,muS,7.614728344590982,Priors
1,322,322,muS,7.74685767428473,Priors
1,323,323,muS,7.860687558146383,Priors
1,324,324,muS,7.81196956202526,Priors
1,325,325,muS,7.822844636786535,Priors
1,326,326,muS,7.73777715171905,Priors
1,327,327,muS,7.7733643765837,Priors
1,328,328,muS,7.6839327685770344,Priors
1,329,329,muS,7.7769588413920285,Priors
1,330,330,muS,7.690257727861241,Priors
1,331,331,muS,7.728163370767905,Priors
1,332,332,muS,7.723807469973737,Priors
1,333,333,muS,7.814396296112254,Priors
1,334,334,muS,7.7603213169633225,Priors
1,335,335,muS,7.820904582980604,Priors
1,336,336,muS,7.807291206400714,Priors
1,337,337,muS,7.809832321812541,Priors
1,338,338,muS,7.813357000480569,Priors
1,339,339,muS,7.66152147164862,Priors
1,340,340,muS,7.768615230296348,Priors
1,341,341,muS,7.666673144560808,Priors
1,342,342,muS,7.716590303978142,Priors
1,343,343,muS,7.621851045804797,Priors
1,344,344,muS,7.677400779792838,Priors
1,345,345,muS,7.780363797592856,Priors
1,346,346,muS,7.773083316427249,Priors
1,347,347,muS,7.767359173050549,Priors
1,348,348,muS,7.723944148722649,Priors
1,349,349,muS,7.685547403381734,Priors
1,350,350,muS,7.706601314713762,Priors
1,351,351,muS,7.765501050360458,Priors
1,352,352,muS,7.701255029376922,Priors
1,353,353,muS,7.785201556158446,Priors
1,354,354,muS,7.723042232827392,Priors
1,355,355,muS,7.725226853890516,Priors
1,356,356,muS,7.819131484450416,Priors
1,357,357,muS,7.725070446190282,Priors
1,358,358,muS,7.7897600919756185,Priors
1,359,359,muS,7.838552983286251,Priors
1,360,360,muS,7.678133972650982,Priors
1,361,361,muS,7.835616393463764,Priors
1,362,362,muS,7.76318342476037,Priors
1,363,363,muS,7.713961513850085,Priors
1,364,364,muS,7.724238007355492,Priors
1,365,365,muS,7.75437676308579,Priors
1,366,366,muS,7.707343216962607,Priors
1,367,367,muS,7.665356016577769,Priors
1,368,368,muS,7.846315821415689,Priors
1,369,369,muS,7.745080552196583,Priors
1,370,370,muS,7.731912620175383,Priors
1,371,371,muS,7.697994752773757,Priors
1,372,372,muS,7.763810745290817,Priors
1,373,373,muS,7.730481749657072,Priors
1,374,374,muS,7.769609609580953,Priors
1,375,375,muS,7.726339340535135,Priors
1,376,376,muS,7.732395627485884,Priors
1,377,377,muS,7.729069272084543,Priors
1,378,378,muS,7.757685502359622,Priors
1,379,379,muS,7.7060400153078294,Priors
1,380,380,muS,7.7842939646605975,Priors
1,381,381,muS,7.793339661196494,Priors
1,382,382,muS,7.739868752912941,Priors
1,383,383,muS,7.783790608405078,Priors
1,384,384,muS,7.799830437534597,Priors
1,385,385,muS,7.784626910377035,Priors
1,386,386,muS,7.7402819267908365,Priors
1,387,387,muS,7.644777247823909,Priors
1,388,388,muS,7.721806139774462,Priors
1,389,389,muS,7.8079857655201454,Priors
1,390,390,muS,7.742401611350591,Priors
1,391,391,muS,7.639395827259288,Priors
1,392,392,muS,7.813830935038555,Priors
1,393,393,muS,7.737746490278577,Priors
1,394,394,muS,7.739301574801066,Priors
1,395,395,muS,7.690686658996089,Priors
1,396,396,muS,7.742495389729037,Priors
1,397,397,muS,7.720612090081426,Priors
1,398,398,muS,7.6769432958026735,Priors
1,399,399,muS,7.720834604549612,Priors
1,400,400,muS,7.698334198583312,Priors
1,401,401,muS,7.75686668597706,Priors
1,402,402,muS,7.7732227138019505,Priors
1,403,403,muS,7.708212941587253,Priors
1,404,404,muS,7.746443908707007,Priors
1,405,405,muS,7.710830059850656,Priors
1,406,406,muS,7.735401780934824,Priors
1,407,407,muS,7.782238902367882,Priors
1,408,408,muS,7.697132525930315,Priors
1,409,409,muS,7.7966558165215964,Priors
1,410,410,muS,7.773977059453762,Priors
1,411,411,muS,7.715238073412154,Priors
1,412,412,muS,7.724496890649749,Priors
1,413,413,muS,7.700894480755284,Priors
1,414,414,muS,7.607914416249686,Priors
1,415,415,muS,7.730523585931847,Priors
1,416,416,muS,7.753350829012524,Priors
1,417,417,muS,7.716187249641009,Priors
1,418,418,muS,7.709119244195198,Priors
1,419,419,muS,7.730527855112028,Priors
1,420,420,muS,7.6298762860289555,Priors
1,421,421,muS,7.7150854036635055,Priors
1,422,422,muS,7.676981257174086,Priors
1,423,423,muS,7.717442122722579,Priors
1,424,424,muS,7.7141831029127506,Priors
1,425,425,muS,7.643228853353932,Priors
1,426,426,muS,7.7041261435419255,Priors
1,427,427,muS,7.719372329802074,Priors
1,428,428,muS,7.724854751750717,Priors
1,429,429,muS,7.699883752044021,Priors
1,430,430,muS,7.7941863629578085,Priors
1,431,431,muS,7.639161709323917,Priors
1,432,432,muS,7.658944166976665,Priors
1,433,433,muS,7.724447838778753,Priors
1,434,434,muS,7.643672117754048,Priors
1,435,435,muS,7.660383885783725,Priors
1,436,436,muS,7.798123163144887,Priors
1,437,437,muS,7.712564930720603,Priors
1,438,438,muS,7.723239677300993,Priors
1,439,439,muS,7.745245187044307,Priors
1,440,440,muS,7.642569338443774,Priors
1,441,441,muS,7.799700234586013,Priors
1,442,442,muS,7.765531157526701,Priors
1,443,443,muS,7.744486180929327,Priors
1,444,444,muS,7.719302366255219,Priors
1,445,445,muS,7.724297408415764,Priors
1,446,446,muS,7.623451183477469,Priors
1,447,447,muS,7.716397781816125,Priors
1,448,448,muS,7.847130612705872,Priors
1,449,449,muS,7.7494706438447185,Priors
1,450,450,muS,7.755752021043606,Priors
1,451,451,muS,7.788066362645858,Priors
1,452,452,muS,7.730354654319523,Priors
1,453,453,muS,7.747644199372887,Priors
1,454,454,muS,7.7468772586764105,Priors
1,455,455,muS,7.814870294245046,Priors
1,456,456,muS,7.7206767557003815,Priors
1,457,457,muS,7.795560618071125,Priors
1,458,458,muS,7.760239134341486,Priors
1,459,459,muS,7.698233738329852,Priors
1,460,460,muS,7.767057238504348,Priors
1,461,461,muS,7.713766373700419,Priors
1,462,462,muS,7.729005707216646,Priors
1,463,463,muS,7.790201656756624,Priors
1,464,464,muS,7.835214257264657,Priors
1,465,465,muS,7.689632660546207,Priors
1,466,466,muS,7.812641952490503,Priors
1,467,467,muS,7.744338983254542,Priors
1,468,468,muS,7.741917661463535,Priors
1,469,469,muS,7.761371303718222,Priors
1,470,470,muS,7.737874976492682,Priors
1,471,471,muS,7.64030439498545,Priors
1,472,472,muS,7.689399494246864,Priors
1,473,473,muS,7.709118115014138,Priors
1,474,474,muS,7.745030595628228,Priors
1,475,475,muS,7.721344093081999,Priors
1,476,476,muS,7.723122703088391,Priors
1,477,477,muS,7.808109181479455,Priors
1,478,478,muS,7.730615976859615,Priors
1,479,479,muS,7.690144179973749,Priors
1,480,480,muS,7.731403306500737,Priors
1,481,481,muS,7.72092672300951,Priors
1,482,482,muS,7.772620676948876,Priors
1,483,483,muS,7.664290102183986,Priors
1,484,484,muS,7.7543408810927055,Priors
1,485,485,muS,7.653473352200852,Priors
1,486,486,muS,7.771373132549956,Priors
1,487,487,muS,7.7010054694356525,Priors
1,488,488,muS,7.736389863420522,Priors
1,489,489,muS,7.742902141353046,Priors
1,490,490,muS,7.725973092365257,Priors
1,491,491,muS,7.682665482224597,Priors
1,492,492,muS,7.7198166997039825,Priors
1,493,493,muS,7.77513433484558,Priors
1,494,494,muS,7.7132125915335905,Priors
1,495,495,muS,7.724502082644578,Priors
1,496,496,muS,7.698227334355844,Priors
1,497,497,muS,7.793006347622567,Priors
1,498,498,muS,7.7370517406033095,Priors
1,499,499,muS,7.714676755975065,Priors
1,500,500,muS,7.769109696119599,Priors
1,501,501,muS,7.697560518487805,Priors
1,502,502,muS,7.724511501342302,Priors
1,503,503,muS,7.741692990848292,Priors
1,504,504,muS,7.767233793414038,Priors
1,505,505,muS,7.845216747642548,Priors
1,506,506,muS,7.74540918938886,Priors
1,507,507,muS,7.786652508116198,Priors
1,508,508,muS,7.713858172740367,Priors
1,509,509,muS,7.789020810938505,Priors
1,510,510,muS,7.780728795057067,Priors
1,511,511,muS,7.710294629768542,Priors
1,512,512,muS,7.6975828871504905,Priors
1,513,513,muS,7.690854120680628,Priors
1,514,514,muS,7.672798568270947,Priors
1,515,515,muS,7.807467482721032,Priors
1,516,516,muS,7.7373948349901465,Priors
1,517,517,muS,7.766659463380738,Priors
1,518,518,muS,7.7602909600632035,Priors
1,519,519,muS,7.734085915194151,Priors
1,520,520,muS,7.737806555545846,Priors
1,521,521,muS,7.623699046030705,Priors
1,522,522,muS,7.871907103601614,Priors
1,523,523,muS,7.780529614320166,Priors
1,524,524,muS,7.708875397976098,Priors
1,525,525,muS,7.739305623400452,Priors
1,526,526,muS,7.738931062189658,Priors
1,527,527,muS,7.7492232786946404,Priors
1,528,528,muS,7.7214064456675615,Priors
1,529,529,muS,7.668987333106296,Priors
1,530,530,muS,7.724841683789853,Priors
1,531,531,muS,7.735437115034382,Priors
1,532,532,muS,7.678573969826459,Priors
1,533,533,muS,7.665314643029663,Priors
1,534,534,muS,7.770294891526225,Priors
1,535,535,muS,7.830701522997358,Priors
1,536,536,muS,7.713500409510407,Priors
1,537,537,muS,7.734203127324343,Priors
1,538,538,muS,7.756354457999611,Priors
1,539,539,muS,7.631473498864389,Priors
1,540,540,muS,7.842233556163242,Priors
2,1,541,muS,7.796195717688195,Priors
2,2,542,muS,7.7051698392103765,Priors
2,3,543,muS,7.741207375804678,Priors
2,4,544,muS,7.678395456360696,Priors
2,5,545,muS,7.708553666779563,Priors
2,6,546,muS,7.741943015658353,Priors
2,7,547,muS,7.7628589322854635,Priors
2,8,548,muS,7.672253216102348,Priors
2,9,549,muS,7.78827260900651,Priors
2,10,550,muS,7.7751588258265425,Priors
2,11,551,muS,7.739755831285358,Priors
2,12,552,muS,7.831643395837222,Priors
2,13,553,muS,7.724256858506285,Priors
2,14,554,muS,7.745297034309065,Priors
2,15,555,muS,7.688556558406888,Priors
2,16,556,muS,7.698101521062053,Priors
2,17,557,muS,7.7516707345619,Priors
2,18,558,muS,7.786616557773662,Priors
2,19,559,muS,7.73321633141017,Priors
2,20,560,muS,7.797628064583274,Priors
2,21,561,muS,7.761767964594353,Priors
2,22,562,muS,7.734260090780748,Priors
2,23,563,muS,7.770139950076455,Priors
2,24,564,muS,7.701152172675225,Priors
2,25,565,muS,7.771231678384601,Priors
2,26,566,muS,7.863320869621641,Priors
2,27,567,muS,7.790436425325456,Priors
2,28,568,muS,7.676205380749948,Priors
2,29,569,muS,7.7922047557677345,Priors
2,30,570,muS,7.684391195282681,Priors
2,31,571,muS,7.7114440910170705,Priors
2,32,572,muS,7.748732932680419,Priors
2,33,573,muS,7.853752981190153,Priors
2,34,574,muS,7.702157868679874,Priors
2,35,575,muS,7.721399272002512,Priors
2,36,576,muS,7.720813296476015,Priors
2,37,577,muS,7.782262021344261,Priors
2,38,578,muS,7.711655079177859,Priors
2,39,579,muS,7.793589812494449,Priors
2,40,580,muS,7.753817963153236,Priors
2,41,581,muS,7.742806089598265,Priors
2,42,582,muS,7.777185188950259,Priors
2,43,583,muS,7.698806129694269,Priors
2,44,584,muS,7.7132777208562056,Priors
2,45,585,muS,7.727164191127585,Priors
2,46,586,muS,7.763458758349528,Priors
2,47,587,muS,7.815894782325285,Priors
2,48,588,muS,7.781560932073721,Priors
2,49,589,muS,7.7028604600027135,Priors
2,50,590,muS,7.71050702498088,Priors
2,51,591,muS,7.72255809840851,Priors
2,52,592,muS,7.740739480181618,Priors
2,53,593,muS,7.723615876216171,Priors
2,54,594,muS,7.710770415560085,Priors
2,55,595,muS,7.689350842405769,Priors
2,56,596,muS,7.671121111275304,Priors
2,57,597,muS,7.785337971034718,Priors
2,58,598,muS,7.718172980521931,Priors
2,59,599,muS,7.718133677492229,Priors
2,60,600,muS,7.6146393104957815,Priors
2,61,601,muS,7.7252984668361115,Priors
2,62,602,muS,7.71472122922806,Priors
2,63,603,muS,7.665279343067119,Priors
2,64,604,muS,7.768620160679721,Priors
2,65,605,muS,7.7116721832464705,Priors
2,66,606,muS,7.731330174851746,Priors
2,67,607,muS,7.766442005089231,Priors
2,68,608,muS,7.727997943259642,Priors
2,69,609,muS,7.7236285279598444,Priors
2,70,610,muS,7.741380234852496,Priors
2,71,611,muS,7.780180394250688,Priors
2,72,612,muS,7.77934453454556,Priors
2,73,613,muS,7.726091306573554,Priors
2,74,614,muS,7.723047456177128,Priors
2,75,615,muS,7.658655988471859,Priors
2,76,616,muS,7.68755875196778,Priors
2,77,617,muS,7.720657976706832,Priors
2,78,618,muS,7.6840037279735665,Priors
2,79,619,muS,7.842884125937787,Priors
2,80,620,muS,7.702482734789317,Priors
2,81,621,muS,7.71976878339863,Priors
2,82,622,muS,7.707306547910413,Priors
2,83,623,muS,7.798144093854141,Priors
2,84,624,muS,7.702549513622434,Priors
2,85,625,muS,7.711654494102768,Priors
2,86,626,muS,7.728057437811392,Priors
2,87,627,muS,7.668595292346618,Priors
2,88,628,muS,7.7524918627578705,Priors
2,89,629,muS,7.8386106937218765,Priors
2,90,630,muS,7.8312698364765385,Priors
2,91,631,muS,7.8391931487458875,Priors
2,92,632,muS,7.709776006789238,Priors
2,93,633,muS,7.700388671674261,Priors
2,94,634,muS,7.69619005709003,Priors
2,95,635,muS,7.663233563201619,Priors
2,96,636,muS,7.78771549330449,Priors
2,97,637,muS,7.754028310739671,Priors
2,98,638,muS,7.7674150477153585,Priors
2,99,639,muS,7.73591115133156,Priors
2,100,640,muS,7.799004183137138,Priors
2,101,641,muS,7.692012194256123,Priors
2,102,642,muS,7.745207255257164,Priors
2,103,643,muS,7.7021005659214055,Priors
2,104,644,muS,7.741327052745344,Priors
2,105,645,muS,7.667633000006483,Priors
2,106,646,muS,7.695510328768073,Priors
2,107,647,muS,7.822080424321125,Priors
2,108,648,muS,7.769396603200558,Priors
2,109,649,muS,7.768431296094066,Priors
2,110,650,muS,7.838854958504245,Priors
2,111,651,muS,7.736905147957288,Priors
2,112,652,muS,7.69864611937423,Priors
2,113,653,muS,7.718181448174858,Priors
2,114,654,muS,7.7904188399621175,Priors
2,115,655,muS,7.719723516469527,Priors
2,116,656,muS,7.727323026073287,Priors
2,117,657,muS,7.736246351454527,Priors
2,118,658,muS,7.699406322991794,Priors
2,119,659,muS,7.812500986004343,Priors
2,120,660,muS,7.754783271844935,Priors
2,121,661,muS,7.766553028590053,Priors
